iter	Passed	Remaining
144	252	1487
145	252	1479
146	253	1470
147	254	1462
148	254	1454
149	255	1446
150	255	1438
151	256	1430
152	256	1422
153	257	1414
154	258	1406
155	258	1399
156	259	1391
157	259	1384
158	260	1377
159	260	1369
160	261	1361
161	261	1354
162	262	1347
163	262	1340
164	263	1334
165	264	1328
166	265	1322
167	265	1316
168	266	1309
169	266	1303
170	267	1296
171	268	1290
172	268	1284
173	269	1278
174	269	1272
175	270	1266
176	270	1259
177	271	1253
178	272	1247
179	272	1242
180	273	1236
181	273	1230
182	274	1224
183	274	1219
184	275	1213
185	275	1207
186	276	1202
187	277	1197
188	277	1191
189	278	1186
190	278	1181
191	279	1177
192	280	1172
193	280	1167
194	281	1162
195	282	1158
196	282	1153
197	283	1148
198	284	1144
199	284	1139
200	285	1134
201	286	1130
202	286	1125
203	287	1120
204	287	1115
205	288	1111
206	288	1106
207	289	1102
208	289	1097
209	290	1092
210	291	1088
211	291	1084
212	292	1080
213	292	1075
214	293	1071
215	294	1068
216	295	1064
217	295	1060
218	296	1056
219	296	1052
220	297	1048
221	297	1044
222	298	1039
223	299	1035
224	299	1031
225	300	1027
226	300	1023
227	301	1019
228	301	1015
229	302	1011
230	302	1008
231	303	1004
232	303	1000
233	304	996
234	304	992
235	305	988
236	305	985
237	306	981
238	306	977
239	307	973
240	308	970
241	308	966
242	309	963
243	310	960
244	310	957
245	311	954
246	311	950
247	312	947
248	312	943
249	313	940
250	314	937
251	314	933
252	315	930
253	315	927
254	316	924
255	316	920
256	317	917
257	318	914
258	318	911
259	319	908
260	319	905
261	320	902
262	320	899
263	321	896
264	322	893
265	322	890
266	323	887
267	323	884
268	324	881
269	325	879
270	325	876
271	326	873
272	327	870
273	327	868
274	328	865
275	328	862
276	329	859
277	329	856
278	330	854
279	331	851
280	331	848
281	332	845
282	332	842
283	333	840
284	333	837
285	334	834
286	334	832
287	335	829
288	336	826
289	336	824
290	337	821
291	337	818
292	338	816
293	338	813
294	339	811
295	340	809
296	341	807
297	341	804
298	342	802
299	342	799
300	343	797
301	343	794
302	344	792
303	344	789
304	345	787
305	346	784
306	346	782
307	347	780
308	347	777
309	348	775
310	348	773
311	349	770
312	350	768
313	350	765
314	351	763
315	351	761
316	352	759
317	352	756
318	353	754
319	354	752
320	354	750
321	355	748
322	356	746
323	356	744
324	357	742
325	357	739
326	358	737
327	358	735
328	359	733
329	360	731
330	360	728
331	361	726
332	361	724
333	362	722
334	362	720
335	363	718
336	363	716
337	364	713
338	365	711
339	365	709
340	366	707
341	366	705
342	367	703
343	367	701
344	368	699
345	369	697
346	370	696
347	370	694
348	371	692
349	372	690
350	372	688
351	373	686
352	373	684
353	374	682
354	374	680
355	375	678
356	375	676
357	376	674
358	376	672
359	377	670
360	377	668
361	378	666
362	378	664
363	379	662
364	379	661
365	380	659
366	381	657
367	381	655
368	382	653
369	382	651
370	383	649
371	383	647
372	384	645
373	384	644
374	385	642
375	386	641
376	386	639
377	387	637
378	388	635
379	388	634
380	389	632
381	389	630
382	390	629
383	391	627
384	391	625
385	392	623
386	392	622
387	393	620
388	393	618
389	394	616
390	394	614
391	395	613
392	395	611
393	396	609
394	396	607
395	397	606
396	398	604
397	398	602
398	399	601
399	399	599
400	400	598
401	401	596
402	401	595
403	402	593
404	402	591
405	403	590
406	404	588
407	404	586
408	405	585
409	405	583
410	406	582
411	406	580
412	407	579
413	407	577
414	408	575
415	409	574
416	409	572
417	410	571
418	410	569
419	411	567
420	411	566
421	412	564
422	413	563
423	413	561
424	414	560
425	414	558
426	415	557
427	416	556
428	416	554
429	417	553
430	417	551
431	418	550
432	418	548
433	419	546
434	419	545
435	420	543
436	420	542
437	421	540
438	422	539
439	422	537
440	423	536
441	423	534
442	424	533
443	424	532
444	425	530
445	425	529
446	426	527
447	427	526
448	427	524
449	428	523
450	428	522
451	429	520
452	430	519
453	430	518
454	431	516
455	432	515
456	432	514
457	433	512
458	433	511
459	434	509
460	434	508
461	435	506
462	435	505
463	436	504
464	436	502
465	437	501
466	437	499
467	438	498
468	439	497
469	439	495
470	440	494
471	440	492
472	441	491
473	441	490
474	442	488
475	442	487
476	443	486
477	444	484
478	444	483
479	445	482
480	446	481
481	446	480
482	447	478
483	447	477
484	448	476
485	449	474
486	449	473
487	450	472
488	450	471
489	451	469
490	451	468
491	452	467
492	453	465
493	453	464
494	454	463
495	454	462
496	455	460
497	455	459
498	456	458
499	457	457
500	457	455
501	458	454
502	458	453
503	459	451
504	459	450
505	460	449
506	461	448
507	461	447
508	462	446
509	463	444
510	463	443
511	464	442
512	464	441
513	465	440
514	465	438
515	466	437
516	467	436
517	467	435
518	468	433
519	468	432
520	469	431
521	470	430
522	470	429
523	471	428
524	471	426
525	472	425
526	472	424
527	473	423
528	473	422
529	474	420
530	475	419
531	475	418
532	476	417
533	477	416
534	477	415
535	478	414
536	478	412
537	479	411
538	480	410
539	480	409
540	481	408
541	482	407
542	482	406
543	483	404
544	483	403
545	484	402
546	484	401
547	485	400
548	485	399
549	486	397
550	486	396
551	487	395
552	487	394
553	488	393
554	489	392
555	489	391
556	490	389
557	491	388
558	491	387
559	492	386
560	492	385
561	493	384
562	494	383
563	494	382
564	495	381
565	495	379
566	496	378
567	496	377
568	497	376
569	497	375
570	498	374
571	498	373
572	499	372
573	499	370
574	500	369
575	500	368
576	501	367
577	501	366
578	502	365
579	503	364
580	503	363
581	504	362
582	504	360
583	505	359
584	505	358
585	506	357
586	507	356
587	507	355
588	508	354
589	509	353
590	509	352
591	510	351
592	510	350
593	511	349
594	511	348
595	512	347
596	513	346
597	513	345
598	514	344
599	514	343
600	515	342
601	515	341
602	516	340
603	517	338
604	517	337
605	518	336
606	518	335
607	519	334
608	519	333
609	520	332
610	521	331
611	521	330
612	522	329
613	523	328
614	523	327
615	524	326
616	524	325
617	525	324
618	526	323
619	526	322
620	527	321
621	527	320
622	528	319
623	529	318
624	529	317
625	530	317
626	531	316
627	532	315
628	532	314
629	533	313
630	534	312
631	534	311
632	535	310
633	536	309
634	536	308
635	537	307
636	538	306
637	538	305
638	539	304
639	539	303
640	540	302
641	541	301
642	541	300
643	542	299
644	543	298
645	543	297
646	544	296
647	544	295
648	545	294
649	546	294
650	546	293
651	547	292
652	547	291
653	548	290
654	549	289
655	549	288
656	550	287
657	551	286
658	552	285
659	553	284
660	553	284
661	555	283
662	556	282
663	556	281
664	557	280
665	558	279
666	558	278
667	559	277
668	559	276
669	560	275
670	560	275
671	561	274
672	561	273
673	562	272
674	563	271
675	563	270
676	564	269
677	564	268
678	565	267
679	566	266
680	566	265
681	567	264
682	568	263
683	568	262
684	569	261
685	570	261
686	570	260
687	571	259
688	572	258
689	572	257
690	573	256
691	573	255
692	574	254
693	574	253
694	575	252
695	575	251
696	576	250
697	577	249
698	577	248
699	578	247
700	578	246
701	579	245
702	579	244
703	580	243
704	580	243
705	581	242
706	582	241
707	583	240
708	584	239
709	585	239
710	585	238
711	586	237
712	586	236
713	587	235
714	588	234
715	588	233
716	589	232
717	589	231
718	590	230
719	590	229
720	591	228
721	592	227
722	592	227
723	593	226
724	593	225
725	594	224
726	594	223
727	595	222
728	596	221
729	596	220
730	597	219
731	598	219
732	599	218
733	599	217
734	600	216
735	601	215
736	601	214
737	602	213
738	602	212
739	603	211
740	603	211
741	604	210
742	604	209
743	605	208
744	606	207
745	606	206
746	607	205
747	607	204
748	608	203
749	609	203
750	609	202
751	610	201
752	610	200
753	611	199
754	612	198
755	613	197
756	614	197
757	614	196
758	615	195
759	615	194
760	616	193
761	617	192
762	617	191
763	618	190
764	618	190
765	619	189
766	619	188
767	620	187
768	621	186
769	621	185
770	622	184
771	622	183
772	623	183
773	623	182
774	624	181
775	625	180
776	625	179
777	626	178
778	627	177
779	628	177
780	628	176
781	629	175
782	630	174
783	630	173
784	631	172
785	631	172
786	632	171
787	632	170
788	633	169
789	634	168
790	634	167
791	635	166
792	635	165
793	636	165
794	636	164
795	637	163
796	637	162
797	638	161
798	638	160
799	639	159
800	639	158
801	640	158
802	641	157
803	642	156
804	642	155
805	643	154
806	644	154
807	644	153
808	645	152
809	646	151
810	646	150
811	647	149
812	647	149
813	648	148
814	649	147
815	649	146
816	650	145
817	650	144
818	651	143
819	651	143
820	652	142
821	652	141
822	653	140
823	654	139
824	654	138
825	655	138
826	655	137
827	656	136
828	657	135
829	658	134
830	659	134
831	659	133
832	660	132
833	660	131
834	661	130
835	662	129
836	662	129
837	663	128
838	663	127
839	664	126
840	664	125
841	665	124
842	665	124
843	666	123
844	666	122
845	667	121
846	668	120
847	668	119
848	669	119
849	669	118
850	670	117
851	670	116
852	671	115
853	672	114
854	673	114
855	674	113
856	674	112
857	675	111
858	676	110
859	676	110
860	677	109
861	677	108
862	678	107
863	679	106
864	679	106
865	680	105
866	680	104
867	681	103
868	681	102
869	682	101
870	682	101
871	683	100
872	684	99
873	684	98
874	685	97
875	685	97
876	686	96
877	687	95
878	687	94
879	688	93
880	688	93
881	689	92
882	690	91
883	690	90
884	691	89
885	691	88
886	692	88
887	692	87
888	693	86
889	693	85
890	694	84
891	695	84
892	695	83
893	696	82
894	696	81
895	697	80
896	697	80
897	698	79
898	699	78
899	699	77
900	700	76
901	701	76
902	701	75
903	702	74
904	703	73
905	703	73
906	704	72
907	704	71
908	705	70
909	705	69
910	706	69
911	707	68
912	707	67
913	708	66
914	708	65
915	709	65
916	709	64
917	710	63
918	710	62
919	711	61
920	711	61
921	712	60
922	712	59
923	713	58
924	713	57
925	714	57
926	715	56
927	715	55
928	716	54
929	716	53
930	717	53
931	718	52
932	718	51
933	719	50
934	719	50
935	720	49
936	721	48
937	721	47
938	722	46
939	722	46
940	723	45
941	723	44
942	724	43
943	725	43
944	725	42
945	726	41
946	726	40
947	727	39
948	727	39
949	728	38
950	728	37
951	729	36
952	730	36
953	730	35
954	731	34
955	731	33
956	732	32
957	733	32
958	733	31
959	734	30
960	735	29
961	735	29
962	736	28
963	736	27
964	737	26
965	737	25
966	738	25
967	738	24
968	739	23
969	739	22
970	740	22
971	741	21
972	741	20
973	742	19
974	743	19
975	743	18
976	744	17
977	744	16
978	745	15
979	746	15
980	746	14
981	747	13
982	748	12
983	748	12
984	749	11
985	750	10
986	750	9
987	751	9
988	751	8
989	752	7
990	752	6
991	753	6
992	753	5
993	754	4
994	755	3
995	755	3
996	756	2
997	757	1
998	757	0
999	758	0
